	Temp	FM	Psi	Date
821	5	30	-0.2	3/16/11
822	5	30	-0.2	3/17/11
823	5	30	-0.2	3/18/11
824	5	30	-0.2	3/19/11
825	5	30	-0.2	3/20/11
826	5	30	-0.2	3/21/11
827	5	30	-0.2	3/22/11
828	5	30	-0.2	3/23/11
829	5	30	-0.2	3/24/11
830	5	30	-0.2	3/25/11
831	5	30	-0.2	3/26/11
832	5	30	-0.2	3/27/11
833	5	30	-0.2	3/28/11
834	5	30	-0.2	3/29/11
835	5	30	-0.2	3/30/11
836	5	30	-0.2	3/31/11
837	5	30	-0.2	4/1/11
838	5	30	-0.2	4/2/11
839	5	30	-0.2	4/3/11
840	5	30	-0.2	4/4/11
841	5	30	-0.2	4/5/11
842	5	30	-0.2	4/6/11
843	5	30	-0.2	4/7/11
844	5	30	-0.2	4/8/11
845	5	30	-0.2	4/9/11
846	5	30	-0.2	4/10/11
847	5	30	-0.2	4/11/11
848	5	30	-0.2	4/12/11
849	5	30	-0.2	4/13/11
850	5	30	-0.2	4/14/11
851	5	30	-0.2	4/15/11
852	5	30	-0.2	4/16/11
853	5	30	-0.2	4/17/11
854	5	30	-0.2	4/18/11
855	5	30	-0.2	4/19/11
856	5	30	-0.2	4/20/11
857	5	30	-0.2	4/21/11
858	5	30	-0.2	4/22/11
859	5	30	-0.2	4/23/11
860	5	30	-0.2	4/24/11
861	5	30	-0.2	4/25/11
862	5	30	-0.2	4/26/11
863	5	30	-0.2	4/27/11
864	5	30	-0.2	4/28/11
865	5	30	-0.2	4/29/11
866	5	30	-0.2	4/30/11
867	5	30	-0.2	5/1/11
868	5	30	-0.2	5/2/11
869	5	30	-0.2	5/3/11
870	5	30	-0.2	5/4/11
871	5	30	-0.2	5/5/11
872	5	30	-0.2	5/6/11
873	5	30	-0.2	5/7/11
874	5	30	-0.2	5/8/11
875	5	30	-0.2	5/9/11
876	5	30	-0.2	5/10/11
877	5	30	-0.2	5/11/11
878	5	30	-0.2	5/12/11
879	5	30	-0.2	5/13/11
880	5	30	-0.2	5/14/11
881	5	30	-0.2	5/15/11
882	5	30	-0.2	5/16/11
883	5	30	-0.2	5/17/11
884	5	30	-0.2	5/18/11
885	5	30	-0.2	5/19/11
886	5	30	-0.2	5/20/11
887	5	30	-0.2	5/21/11
888	5	30	-0.2	5/22/11
889	5	30	-0.2	5/23/11
890	5	30	-0.2	5/24/11
891	5	30	-0.2	5/25/11
892	5	30	-0.2	5/26/11
893	5	30	-0.2	5/27/11
894	5	30	-0.2	5/28/11
895	5	30	-0.2	5/29/11
896	5	30	-0.2	5/30/11
897	5	30	-0.2	5/31/11
898	5	30	-0.2	6/1/11
899	5	30	-0.2	6/2/11
900	5	30	-0.2	6/3/11
901	5	30	-0.2	6/4/11
902	5	30	-0.2	6/5/11
903	5	30	-0.2	6/6/11
904	5	30	-0.2	6/7/11
905	5	30	-0.2	6/8/11
906	5	30	-0.2	6/9/11
907	5	30	-0.2	6/10/11
908	5	30	-0.2	6/11/11
909	5	30	-0.2	6/12/11
910	5	30	-0.2	6/13/11
911	5	30	-0.2	6/14/11
912	5	30	-0.2	6/15/11
913	5	30	-0.2	6/16/11
914	5	30	-0.2	6/17/11
915	5	30	-0.2	6/18/11
916	5	30	-0.2	6/19/11
917	5	30	-0.2	6/20/11
918	5	30	-0.2	6/21/11
919	5	30	-0.2	6/22/11
920	5	30	-0.2	6/23/11
921	5	30	-0.2	6/24/11
922	5	30	-0.2	6/25/11
923	5	30	-0.2	6/26/11
924	5	30	-0.2	6/27/11
925	5	30	-0.2	6/28/11
926	5	30	-0.2	6/29/11
927	5	30	-0.2	6/30/11
928	5	30	-0.2	7/1/11
929	5	30	-0.2	7/2/11
930	5	30	-0.2	7/3/11
931	5	30	-0.2	7/4/11
932	5	30	-0.2	7/5/11
933	5	30	-0.2	7/6/11
934	5	30	-0.2	7/7/11
935	5	30	-0.2	7/8/11
936	5	30	-0.2	7/9/11
937	5	30	-0.2	7/10/11
938	5	30	-0.2	7/11/11
939	5	30	-0.2	7/12/11
940	5	30	-0.2	7/13/11
941	5	30	-0.2	7/14/11
942	5	30	-0.2	7/15/11
943	5	30	-0.2	7/16/11
944	5	30	-0.2	7/17/11
945	5	30	-0.2	7/18/11
946	5	30	-0.2	7/19/11
947	5	30	-0.2	7/20/11
948	5	30	-0.2	7/21/11
949	5	30	-0.2	7/22/11
950	5	30	-0.2	7/23/11
951	5	30	-0.2	7/24/11
952	5	30	-0.2	7/25/11
953	5	30	-0.2	7/26/11
954	5	30	-0.2	7/27/11
955	5	30	-0.2	7/28/11
956	5	30	-0.2	7/29/11
957	5	30	-0.2	7/30/11
958	5	30	-0.2	7/31/11
959	5	30	-0.2	8/1/11
960	5	30	-0.2	8/2/11
961	5	30	-0.2	8/3/11
962	5	30	-0.2	8/4/11
963	5	30	-0.2	8/5/11
964	5	30	-0.2	8/6/11
965	5	30	-0.2	8/7/11
966	5	30	-0.2	8/8/11
967	5	30	-0.2	8/9/11
968	5	30	-0.2	8/10/11
969	5	30	-0.2	8/11/11
970	5	30	-0.2	8/12/11
971	5	30	-0.2	8/13/11
972	5	30	-0.2	8/14/11
973	5	30	-0.2	8/15/11
974	5	30	-0.2	8/16/11
975	5	30	-0.2	8/17/11
976	5	30	-0.2	8/18/11
977	5	30	-0.2	8/19/11
978	5	30	-0.2	8/20/11
979	5	30	-0.2	8/21/11
980	5	30	-0.2	8/22/11
981	5	30	-0.2	8/23/11
982	5	30	-0.2	8/24/11
983	5	30	-0.2	8/25/11
984	5	30	-0.2	8/26/11
985	5	30	-0.2	8/27/11
986	5	30	-0.2	8/28/11
987	5	30	-0.2	8/29/11
988	5	30	-0.2	8/30/11
989	5	30	-0.2	8/31/11
990	5	30	-0.2	9/1/11
991	5	30	-0.2	9/2/11
992	5	30	-0.2	9/3/11
993	5	30	-0.2	9/4/11
994	5	30	-0.2	9/5/11
995	5	30	-0.2	9/6/11
996	5	30	-0.2	9/7/11
997	5	30	-0.2	9/8/11
998	5	30	-0.2	9/9/11
999	5	30	-0.2	9/10/11
1000	5	30	-0.2	9/11/11
1001	5	30	-0.2	9/12/11
1002	5	30	-0.2	9/13/11
1003	5	30	-0.2	9/14/11
1004	5	30	-0.2	9/15/11
1005	5	30	-0.2	9/16/11
1006	5	30	-0.2	9/17/11
1007	5	30	-0.2	9/18/11
1008	5	30	-0.2	9/19/11
1009	5	30	-0.2	9/20/11
1010	5	30	-0.2	9/21/11
1011	5	30	-0.2	9/22/11
1012	5	30	-0.2	9/23/11
1013	5	30	-0.2	9/24/11
1014	5	30	-0.2	9/25/11
1015	5	30	-0.2	9/26/11
1016	5	30	-0.2	9/27/11
1017	5	30	-0.2	9/28/11
1018	5	30	-0.2	9/29/11
1019	5	30	-0.2	9/30/11
1020	5	30	-0.2	10/1/11
1021	5	30	-0.2	10/2/11
1022	5	30	-0.2	10/3/11
1023	5	30	-0.2	10/4/11
1024	5	30	-0.2	10/5/11
1025	5	30	-0.2	10/6/11
1026	5	30	-0.2	10/7/11
1027	5	30	-0.2	10/8/11
1028	5	30	-0.2	10/9/11
1029	5	30	-0.2	10/10/11
1030	5	30	-0.2	10/11/11
1031	5	30	-0.2	10/12/11
1032	5	30	-0.2	10/13/11
1033	5	30	-0.2	10/14/11
1034	5	30	-0.2	10/15/11
1035	5	30	-0.2	10/16/11
1036	5	30	-0.2	10/17/11
1037	5	30	-0.2	10/18/11
1038	5	30	-0.2	10/19/11
1039	5	30	-0.2	10/20/11
1040	5	30	-0.2	10/21/11
1041	5	30	-0.2	10/22/11
1042	5	30	-0.2	10/23/11
1043	5	30	-0.2	10/24/11
1044	5	30	-0.2	10/25/11
1045	5	30	-0.2	10/26/11
1046	5	30	-0.2	10/27/11
1047	5	30	-0.2	10/28/11
1048	5	30	-0.2	10/29/11
1049	5	30	-0.2	10/30/11
1050	5	30	-0.2	10/31/11
1051	5	30	-0.2	11/1/11
1052	5	30	-0.2	11/2/11
1053	5	30	-0.2	11/3/11
1054	5	30	-0.2	11/4/11
1055	5	30	-0.2	11/5/11
1056	5	30	-0.2	11/6/11
1057	5	30	-0.2	11/7/11
1058	5	30	-0.2	11/8/11
1059	5	30	-0.2	11/9/11
1060	5	30	-0.2	11/10/11
1061	5	30	-0.2	11/11/11
1062	5	30	-0.2	11/12/11
1063	5	30	-0.2	11/13/11
1064	5	30	-0.2	11/14/11
1065	5	30	-0.2	11/15/11
1066	5	30	-0.2	11/16/11
1067	5	30	-0.2	11/17/11
1068	5	30	-0.2	11/18/11
1069	5	30	-0.2	11/19/11
1070	5	30	-0.2	11/20/11
1071	5	30	-0.2	11/21/11
1072	5	30	-0.2	11/22/11
1073	5	30	-0.2	11/23/11
1074	5	30	-0.2	11/24/11
1075	5	30	-0.2	11/25/11
1076	5	30	-0.2	11/26/11
1077	5	30	-0.2	11/27/11
1078	5	30	-0.2	11/28/11
1079	5	30	-0.2	11/29/11
1080	5	30	-0.2	11/30/11
1081	5	30	-0.2	12/1/11
1082	5	30	-0.2	12/2/11
1083	5	30	-0.2	12/3/11
1084	5	30	-0.2	12/4/11
1085	5	30	-0.2	12/5/11
1086	5	30	-0.2	12/6/11
1087	5	30	-0.2	12/7/11
1088	5	30	-0.2	12/8/11
1089	5	30	-0.2	12/9/11
1090	5	30	-0.2	12/10/11
1091	5	30	-0.2	12/11/11
1092	5	30	-0.2	12/12/11
1093	5	30	-0.2	12/13/11
1094	5	30	-0.2	12/14/11
1095	5	30	-0.2	12/15/11
1096	5	30	-0.2	12/16/11
1097	5	30	-0.2	12/17/11
1098	5	30	-0.2	12/18/11
1099	5	30	-0.2	12/19/11
1100	5	30	-0.2	12/20/11
1101	5	30	-0.2	12/21/11
1102	5	30	-0.2	12/22/11
1103	5	30	-0.2	12/23/11
1104	5	30	-0.2	12/24/11
1105	5	30	-0.2	12/25/11
1106	5	30	-0.2	12/26/11
1107	5	30	-0.2	12/27/11
1108	5	30	-0.2	12/28/11
1109	5	30	-0.2	12/29/11
1110	5	30	-0.2	12/30/11
1111	5	30	-0.2	12/31/11
1112	5	30	-0.2	1/1/11
1113	5	30	-0.2	1/2/11
1114	5	30	-0.2	1/3/11
1115	5	30	-0.2	1/4/11
1116	5	30	-0.2	1/5/11
1117	5	30	-0.2	1/6/11
1118	5	30	-0.2	1/7/11
1119	5	30	-0.2	1/8/11
1120	5	30	-0.2	1/9/11
1121	5	30	-0.2	1/10/11
1122	5	30	-0.2	1/11/11
1123	5	30	-0.2	1/12/11
1124	5	30	-0.2	1/13/11
1125	5	30	-0.2	1/14/11
1126	5	30	-0.2	1/15/11
1127	5	30	-0.2	1/16/11
1128	5	30	-0.2	1/17/11
1129	5	30	-0.2	1/18/11
1130	5	30	-0.2	1/19/11
1131	5	30	-0.2	1/20/11
1132	5	30	-0.2	1/21/11
1133	5	30	-0.2	1/22/11
1134	5	30	-0.2	1/23/11
1135	5	30	-0.2	1/24/11
1136	5	30	-0.2	1/25/11
1137	5	30	-0.2	1/26/11
1138	5	30	-0.2	1/27/11
1139	5	30	-0.2	1/28/11
1140	5	30	-0.2	1/29/11
1141	5	30	-0.2	1/30/11
1142	5	30	-0.2	1/31/11
1143	5	30	-0.2	2/1/11
1144	5	30	-0.2	2/2/11
1145	5	30	-0.2	2/3/11
1146	5	30	-0.2	2/4/11
1147	5	30	-0.2	2/5/11
1148	5	30	-0.2	2/6/11
1149	5	30	-0.2	2/7/11
1150	5	30	-0.2	2/8/11
1151	5	30	-0.2	2/9/11
1152	5	30	-0.2	2/10/11
1153	5	30	-0.2	2/11/11
1154	5	30	-0.2	2/12/11
1155	5	30	-0.2	2/13/11
1156	5	30	-0.2	2/14/11
1157	5	30	-0.2	2/15/11
1158	5	30	-0.2	2/16/11
1159	5	30	-0.2	2/17/11
1160	5	30	-0.2	2/18/11
1161	5	30	-0.2	2/19/11
1162	5	30	-0.2	2/20/11
1163	5	30	-0.2	2/21/11
1164	5	30	-0.2	2/22/11
1165	5	30	-0.2	2/23/11
1166	5	30	-0.2	2/24/11
1167	5	30	-0.2	2/25/11
1168	5	30	-0.2	2/26/11
1169	5	30	-0.2	2/27/11
1170	5	30	-0.2	2/28/11
1171	5	30	-0.2	3/1/11
1172	5	30	-0.2	3/2/11
1173	5	30	-0.2	3/3/11
1174	5	30	-0.2	3/4/11
1175	5	30	-0.2	3/5/11
1176	5	30	-0.2	3/6/11
1177	5	30	-0.2	3/7/11
1178	5	30	-0.2	3/8/11
1179	5	30	-0.2	3/9/11
1180	5	30	-0.2	3/10/11
1181	5	30	-0.2	3/11/11
1182	5	30	-0.2	3/12/11
1183	5	30	-0.2	3/13/11
1184	5	30	-0.2	3/14/11
1185	5	30	-0.2	3/15/11
1186	5	30	-0.2	3/16/11
1187	5	30	-0.2	3/17/11
1188	5	30	-0.2	3/18/11
1189	5	30	-0.2	3/19/11
1190	5	30	-0.2	3/20/11
1191	5	30	-0.2	3/21/11
1192	5	30	-0.2	3/22/11
1193	5	30	-0.2	3/23/11
1194	5	30	-0.2	3/24/11
1195	5	30	-0.2	3/25/11
1196	5	30	-0.2	3/26/11
1197	5	30	-0.2	3/27/11
1198	5	30	-0.2	3/28/11
1199	5	30	-0.2	3/29/11
1200	5	30	-0.2	3/30/11
1201	5	30	-0.2	3/31/11
1202	5	30	-0.2	4/1/11
1203	5	30	-0.2	4/2/11
1204	5	30	-0.2	4/3/11
1205	5	30	-0.2	4/4/11
1206	5	30	-0.2	4/5/11
1207	5	30	-0.2	4/6/11
1208	5	30	-0.2	4/7/11
1209	5	30	-0.2	4/8/11
1210	5	30	-0.2	4/9/11
1211	5	30	-0.2	4/10/11
1212	5	30	-0.2	4/11/11
1213	5	30	-0.2	4/12/11
1214	5	30	-0.2	4/13/11
1215	5	30	-0.2	4/14/11
1216	5	30	-0.2	4/15/11
1217	5	30	-0.2	4/16/11
1218	5	30	-0.2	4/17/11
1219	5	30	-0.2	4/18/11
1220	5	30	-0.2	4/19/11
1221	5	30	-0.2	4/20/11
1222	5	30	-0.2	4/21/11
1223	5	30	-0.2	4/22/11
1224	5	30	-0.2	4/23/11
1225	5	30	-0.2	4/24/11
1226	5	30	-0.2	4/25/11
1227	5	30	-0.2	4/26/11
1228	5	30	-0.2	4/27/11
1229	5	30	-0.2	4/28/11
1230	5	30	-0.2	4/29/11
1231	5	30	-0.2	4/30/11
1232	5	30	-0.2	5/1/11
1233	5	30	-0.2	5/2/11
1234	5	30	-0.2	5/3/11
1235	5	30	-0.2	5/4/11
1236	5	30	-0.2	5/5/11
1237	5	30	-0.2	5/6/11
1238	5	30	-0.2	5/7/11
1239	5	30	-0.2	5/8/11
1240	5	30	-0.2	5/9/11
1241	5	30	-0.2	5/10/11
1242	5	30	-0.2	5/11/11
1243	5	30	-0.2	5/12/11
1244	5	30	-0.2	5/13/11
1245	5	30	-0.2	5/14/11
1246	5	30	-0.2	5/15/11
1247	5	30	-0.2	5/16/11
1248	5	30	-0.2	5/17/11
1249	5	30	-0.2	5/18/11
1250	5	30	-0.2	5/19/11
1251	5	30	-0.2	5/20/11
1252	5	30	-0.2	5/21/11
1253	5	30	-0.2	5/22/11
1254	5	30	-0.2	5/23/11
1255	5	30	-0.2	5/24/11
1256	5	30	-0.2	5/25/11
1257	5	30	-0.2	5/26/11
1258	5	30	-0.2	5/27/11
1259	5	30	-0.2	5/28/11
1260	5	30	-0.2	5/29/11
1261	5	30	-0.2	5/30/11
1262	5	30	-0.2	5/31/11
1263	5	30	-0.2	6/1/11
1264	5	30	-0.2	6/2/11
1265	5	30	-0.2	6/3/11
1266	5	30	-0.2	6/4/11
1267	5	30	-0.2	6/5/11
1268	5	30	-0.2	6/6/11
1269	5	30	-0.2	6/7/11
1270	5	30	-0.2	6/8/11
1271	5	30	-0.2	6/9/11
1272	5	30	-0.2	6/10/11
1273	5	30	-0.2	6/11/11
1274	5	30	-0.2	6/12/11
1275	5	30	-0.2	6/13/11
1276	5	30	-0.2	6/14/11
1277	5	30	-0.2	6/15/11
1278	5	30	-0.2	6/16/11
1279	5	30	-0.2	6/17/11
1280	5	30	-0.2	6/18/11
1281	5	30	-0.2	6/19/11
1282	5	30	-0.2	6/20/11
1283	5	30	-0.2	6/21/11
1284	5	30	-0.2	6/22/11
1285	5	30	-0.2	6/23/11
1286	5	30	-0.2	6/24/11
1287	5	30	-0.2	6/25/11
1288	5	30	-0.2	6/26/11
1289	5	30	-0.2	6/27/11
1290	5	30	-0.2	6/28/11
1291	5	30	-0.2	6/29/11
1292	5	30	-0.2	6/30/11
1293	5	30	-0.2	7/1/11
1294	5	30	-0.2	7/2/11
1295	5	30	-0.2	7/3/11
1296	5	30	-0.2	7/4/11
1297	5	30	-0.2	7/5/11
1298	5	30	-0.2	7/6/11
1299	5	30	-0.2	7/7/11
1300	5	30	-0.2	7/8/11
1301	5	30	-0.2	7/9/11
1302	5	30	-0.2	7/10/11
1303	5	30	-0.2	7/11/11
1304	5	30	-0.2	7/12/11
1305	5	30	-0.2	7/13/11
1306	5	30	-0.2	7/14/11
1307	5	30	-0.2	7/15/11
1308	5	30	-0.2	7/16/11
1309	5	30	-0.2	7/17/11
1310	5	30	-0.2	7/18/11
1311	5	30	-0.2	7/19/11
1312	5	30	-0.2	7/20/11
1313	5	30	-0.2	7/21/11
1314	5	30	-0.2	7/22/11
1315	5	30	-0.2	7/23/11
1316	5	30	-0.2	7/24/11
1317	5	30	-0.2	7/25/11
1318	5	30	-0.2	7/26/11
1319	5	30	-0.2	7/27/11
1320	5	30	-0.2	7/28/11
1321	5	30	-0.2	7/29/11
1322	5	30	-0.2	7/30/11
1323	5	30	-0.2	7/31/11
1324	5	30	-0.2	8/1/11
1325	5	30	-0.2	8/2/11
1326	5	30	-0.2	8/3/11
1327	5	30	-0.2	8/4/11
1328	5	30	-0.2	8/5/11
1329	5	30	-0.2	8/6/11
1330	5	30	-0.2	8/7/11
1331	5	30	-0.2	8/8/11
1332	5	30	-0.2	8/9/11
1333	5	30	-0.2	8/10/11
1334	5	30	-0.2	8/11/11
1335	5	30	-0.2	8/12/11
1336	5	30	-0.2	8/13/11
1337	5	30	-0.2	8/14/11
1338	5	30	-0.2	8/15/11
1339	5	30	-0.2	8/16/11
1340	5	30	-0.2	8/17/11
1341	5	30	-0.2	8/18/11
1342	5	30	-0.2	8/19/11
1343	5	30	-0.2	8/20/11
1344	5	30	-0.2	8/21/11
1345	5	30	-0.2	8/22/11
1346	5	30	-0.2	8/23/11
1347	5	30	-0.2	8/24/11
1348	5	30	-0.2	8/25/11
1349	5	30	-0.2	8/26/11
1350	5	30	-0.2	8/27/11
1351	5	30	-0.2	8/28/11
1352	5	30	-0.2	8/29/11
1353	5	30	-0.2	8/30/11
1354	5	30	-0.2	8/31/11
1355	5	30	-0.2	9/1/11
1356	5	30	-0.2	9/2/11
1357	5	30	-0.2	9/3/11
1358	5	30	-0.2	9/4/11
1359	5	30	-0.2	9/5/11
1360	5	30	-0.2	9/6/11
1361	5	30	-0.2	9/7/11
1362	5	30	-0.2	9/8/11
1363	5	30	-0.2	9/9/11
1364	5	30	-0.2	9/10/11
1365	5	30	-0.2	9/11/11
1366	5	30	-0.2	9/12/11
1367	5	30	-0.2	9/13/11
1368	5	30	-0.2	9/14/11
1369	5	30	-0.2	9/15/11
1370	5	30	-0.2	9/16/11
1371	5	30	-0.2	9/17/11
1372	5	30	-0.2	9/18/11
1373	5	30	-0.2	9/19/11
1374	5	30	-0.2	9/20/11
1375	5	30	-0.2	9/21/11
1376	5	30	-0.2	9/22/11
1377	5	30	-0.2	9/23/11
1378	5	30	-0.2	9/24/11
1379	5	30	-0.2	9/25/11
1380	5	30	-0.2	9/26/11
1381	5	30	-0.2	9/27/11
1382	5	30	-0.2	9/28/11
1383	5	30	-0.2	9/29/11
1384	5	30	-0.2	9/30/11
1385	5	30	-0.2	10/1/11
1386	5	30	-0.2	10/2/11
1387	5	30	-0.2	10/3/11
1388	5	30	-0.2	10/4/11
1389	5	30	-0.2	10/5/11
1390	5	30	-0.2	10/6/11
1391	5	30	-0.2	10/7/11
1392	5	30	-0.2	10/8/11
1393	5	30	-0.2	10/9/11
1394	5	30	-0.2	10/10/11
1395	5	30	-0.2	10/11/11
1396	5	30	-0.2	10/12/11
1397	5	30	-0.2	10/13/11
1398	5	30	-0.2	10/14/11
1399	5	30	-0.2	10/15/11
1400	5	30	-0.2	10/16/11
1401	5	30	-0.2	10/17/11
1402	5	30	-0.2	10/18/11
1403	5	30	-0.2	10/19/11
1404	5	30	-0.2	10/20/11
1405	5	30	-0.2	10/21/11
1406	5	30	-0.2	10/22/11
1407	5	30	-0.2	10/23/11
1408	5	30	-0.2	10/24/11
1409	5	30	-0.2	10/25/11
1410	5	30	-0.2	10/26/11
1411	5	30	-0.2	10/27/11
1412	5	30	-0.2	10/28/11
1413	5	30	-0.2	10/29/11
1414	5	30	-0.2	10/30/11
1415	5	30	-0.2	10/31/11
1416	5	30	-0.2	11/1/11
1417	5	30	-0.2	11/2/11
1418	5	30	-0.2	11/3/11
1419	5	30	-0.2	11/4/11
1420	5	30	-0.2	11/5/11
1421	5	30	-0.2	11/6/11
1422	5	30	-0.2	11/7/11
1423	5	30	-0.2	11/8/11
1424	5	30	-0.2	11/9/11
1425	5	30	-0.2	11/10/11
1426	5	30	-0.2	11/11/11
1427	5	30	-0.2	11/12/11
1428	5	30	-0.2	11/13/11
1429	5	30	-0.2	11/14/11
1430	5	30	-0.2	11/15/11
1431	5	30	-0.2	11/16/11
1432	5	30	-0.2	11/17/11
1433	5	30	-0.2	11/18/11
1434	5	30	-0.2	11/19/11
1435	5	30	-0.2	11/20/11
1436	5	30	-0.2	11/21/11
1437	5	30	-0.2	11/22/11
1438	5	30	-0.2	11/23/11
1439	5	30	-0.2	11/24/11
1440	5	30	-0.2	11/25/11
1441	5	30	-0.2	11/26/11
1442	5	30	-0.2	11/27/11
1443	5	30	-0.2	11/28/11
1444	5	30	-0.2	11/29/11
1445	5	30	-0.2	11/30/11
1446	5	30	-0.2	12/1/11
1447	5	30	-0.2	12/2/11
1448	5	30	-0.2	12/3/11
1449	5	30	-0.2	12/4/11
1450	5	30	-0.2	12/5/11
1451	5	30	-0.2	12/6/11
1452	5	30	-0.2	12/7/11
1453	5	30	-0.2	12/8/11
1454	5	30	-0.2	12/9/11
1455	5	30	-0.2	12/10/11
1456	5	30	-0.2	12/11/11
1457	5	30	-0.2	12/12/11
1458	5	30	-0.2	12/13/11
1459	5	30	-0.2	12/14/11
1460	5	30	-0.2	12/15/11
1461	5	30	-0.2	12/16/11
1462	5	30	-0.2	12/17/11
1463	5	30	-0.2	12/18/11
1464	5	30	-0.2	12/19/11
1465	5	30	-0.2	12/20/11
1466	5	30	-0.2	12/21/11
1467	5	30	-0.2	12/22/11
1468	5	30	-0.2	12/23/11
1469	5	30	-0.2	12/24/11
1470	5	30	-0.2	12/25/11
1471	5	30	-0.2	12/26/11
1472	5	30	-0.2	12/27/11
1473	5	30	-0.2	12/28/11
1474	5	30	-0.2	12/29/11
1475	5	30	-0.2	12/30/11
1476	5	30	-0.2	12/31/11
1477	5	30	-0.2	1/1/11
1478	5	30	-0.2	1/2/11
1479	5	30	-0.2	1/3/11
1480	5	30	-0.2	1/4/11
1481	5	30	-0.2	1/5/11
1482	5	30	-0.2	1/6/11
1483	5	30	-0.2	1/7/11
1484	5	30	-0.2	1/8/11
1485	5	30	-0.2	1/9/11
1486	5	30	-0.2	1/10/11
1487	5	30	-0.2	1/11/11
1488	5	30	-0.2	1/12/11
1489	5	30	-0.2	1/13/11
1490	5	30	-0.2	1/14/11
1491	5	30	-0.2	1/15/11
1492	5	30	-0.2	1/16/11
1493	5	30	-0.2	1/17/11
1494	5	30	-0.2	1/18/11
1495	5	30	-0.2	1/19/11
1496	5	30	-0.2	1/20/11
1497	5	30	-0.2	1/21/11
1498	5	30	-0.2	1/22/11
1499	5	30	-0.2	1/23/11
1500	5	30	-0.2	1/24/11
1501	5	30	-0.2	1/25/11
1502	5	30	-0.2	1/26/11
1503	5	30	-0.2	1/27/11
1504	5	30	-0.2	1/28/11
1505	5	30	-0.2	1/29/11
1506	5	30	-0.2	1/30/11
1507	5	30	-0.2	1/31/11
1508	5	30	-0.2	2/1/11
1509	5	30	-0.2	2/2/11
1510	5	30	-0.2	2/3/11
1511	5	30	-0.2	2/4/11
1512	5	30	-0.2	2/5/11
1513	5	30	-0.2	2/6/11
1514	5	30	-0.2	2/7/11
1515	5	30	-0.2	2/8/11
1516	5	30	-0.2	2/9/11
1517	5	30	-0.2	2/10/11
1518	5	30	-0.2	2/11/11
1519	5	30	-0.2	2/12/11
1520	5	30	-0.2	2/13/11
1521	5	30	-0.2	2/14/11
1522	5	30	-0.2	2/15/11
1523	5	30	-0.2	2/16/11
1524	5	30	-0.2	2/17/11
1525	5	30	-0.2	2/18/11
1526	5	30	-0.2	2/19/11
1527	5	30	-0.2	2/20/11
1528	5	30	-0.2	2/21/11
1529	5	30	-0.2	2/22/11
1530	5	30	-0.2	2/23/11
1531	5	30	-0.2	2/24/11
1532	5	30	-0.2	2/25/11
1533	5	30	-0.2	2/26/11
1534	5	30	-0.2	2/27/11
1535	5	30	-0.2	2/28/11
1536	5	30	-0.2	3/1/11
1537	5	30	-0.2	3/2/11
1538	5	30	-0.2	3/3/11
1539	5	30	-0.2	3/4/11
1540	5	30	-0.2	3/5/11
1541	5	30	-0.2	3/6/11
1542	5	30	-0.2	3/7/11
1543	5	30	-0.2	3/8/11
1544	5	30	-0.2	3/9/11
1545	5	30	-0.2	3/10/11
1546	5	30	-0.2	3/11/11
1547	5	30	-0.2	3/12/11
1548	5	30	-0.2	3/13/11
1549	5	30	-0.2	3/14/11
1550	5	30	-0.2	3/15/11
1551	5	30	-0.2	3/16/11
1552	5	30	-0.2	3/17/11
1553	5	30	-0.2	3/18/11
1554	5	30	-0.2	3/19/11
1555	5	30	-0.2	3/20/11
1556	5	30	-0.2	3/21/11
1557	5	30	-0.2	3/22/11
1558	5	30	-0.2	3/23/11
1559	5	30	-0.2	3/24/11
1560	5	30	-0.2	3/25/11
1561	5	30	-0.2	3/26/11
1562	5	30	-0.2	3/27/11
1563	5	30	-0.2	3/28/11
1564	5	30	-0.2	3/29/11
1565	5	30	-0.2	3/30/11
1566	5	30	-0.2	3/31/11
1567	5	30	-0.2	4/1/11
1568	5	30	-0.2	4/2/11
1569	5	30	-0.2	4/3/11
1570	5	30	-0.2	4/4/11
1571	5	30	-0.2	4/5/11
1572	5	30	-0.2	4/6/11
1573	5	30	-0.2	4/7/11
1574	5	30	-0.2	4/8/11
1575	5	30	-0.2	4/9/11
1576	5	30	-0.2	4/10/11
1577	5	30	-0.2	4/11/11
1578	5	30	-0.2	4/12/11
1579	5	30	-0.2	4/13/11
1580	5	30	-0.2	4/14/11
1581	5	30	-0.2	4/15/11
1582	5	30	-0.2	4/16/11
1583	5	30	-0.2	4/17/11
1584	5	30	-0.2	4/18/11
1585	5	30	-0.2	4/19/11
1586	5	30	-0.2	4/20/11
1587	5	30	-0.2	4/21/11
1588	5	30	-0.2	4/22/11
1589	5	30	-0.2	4/23/11
1590	5	30	-0.2	4/24/11
1591	5	30	-0.2	4/25/11
1592	5	30	-0.2	4/26/11
1593	5	30	-0.2	4/27/11
1594	5	30	-0.2	4/28/11
1595	5	30	-0.2	4/29/11
1596	5	30	-0.2	4/30/11
1597	5	30	-0.2	5/1/11
1598	5	30	-0.2	5/2/11
1599	5	30	-0.2	5/3/11
1600	5	30	-0.2	5/4/11
1601	5	30	-0.2	5/5/11
1602	5	30	-0.2	5/6/11
1603	5	30	-0.2	5/7/11
1604	5	30	-0.2	5/8/11
1605	5	30	-0.2	5/9/11
1606	5	30	-0.2	5/10/11
